Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
481238,B0047CKHO6,A353Y7VBQHHW0T,"wackygirl ""wackygirl""",0,0,5,1299542400,Great Product for my little one!,This is a great variety of foods so your little can try them all and see which ones he or she likes best.
429020,B0028H1H28,A11ZA86TLI1SQU,her,0,0,5,1349568000,Good,"This was a good cup of pepperment tea, not great, but good and fast.  I enjoy the flavor and the speed of delivery.  If you want a terrific cup of pepperment tea you will have to use the old fashion method with tea pot."
172334,B001B3JAL0,A3H6STVXAYJY0A,E. Chan,0,0,3,1348876800,"Blah, healthy but not tasty","I bought this because it seems to be quite popular amongst people so I decided to try it and see for myself. The flavors that came in this six flavor variety package were Original, Barbeque, Cheddar, Salt & Pepper, Sea Salt & Vinegar, and Sour Cream & Onion. Although I tried all the flavors, the last three mentioned flavors have dominated my taste buds to create the impression that Pop Chips is mostly of salty or bitter flavors. The Original flavor was okay, gives you an idea of what the original Pop Chips is supposed to taste like. It's cool that it's not baked or fried so it's healthy. When I think Barbeque flavor, I immediately think of Lay's Barbeque Potato Chips. If you can't match or surpass Lay's Barbeque flavor you fail, and Pop Chips fails. You can taste the barbeque flavor but it is very subtle. The same goes for the Cheddar flavor; the cheddar flavor is very subtle. I like the cheddar heavy on please. I'm guessing Pop Chips is trying to make healthy chips so additional flavorings like barbeque and cheddar are moderately laid on. As for the remaining rest (Salt & Pepper and Sea Salt & Vinegar), they're not very tasty and somewhat bitter to boot. If you like bitter than those flavors are for you. I prefer sweet flavors. My mom tried an unfinished bag of Salt & Pepper that I had laid on the table one day and later told me the chips were not very good and to not buy them again. Sour Cream & Onion I like when I'm really hungry or in the mood for sourness and have sweet liquid around to neutralize the sour. When I first received this package, I had touted to my mom about all the good reviews. Needless to say I was disappointed after I tried these chips out. I don't think I would buy these chips again unless I was seeking to eat a little more healthier."
117509,B0016B7Z32,A16QUBP9J1KSDM,"Martha G. Huebert ""retired teacher""",4,10,3,1195171200,"tea OK, postage way too high","The sage tea is OK, but I was surprised that for 2 boxes from the same sender was I charged double the postage -- the tea weighs next to nothing.  Why not charge for the actual weight instead of a set price for each item?"
7966,B004WM0ZTS,A1WGDKHICW440C,Robert Badger,1,1,5,1296864000,Amazing instant coffee,"As far as instant coffees go, this one is amazingly good.  Usually, I have to use sugar with instant coffee, as they generally taste really bitter.  Not so with this one.  I can drink it straight and it tastes like real coffee.<br /><br />While this will never fully replace brewed Starbucks coffee for me, it is still pretty good and I will be keeping it my desk at work."
155783,B0009VO58S,A5CR6GP49HVEE,Stephanie,1,1,4,1295913600,"Not as rose-flavored as you might think, but still good","I bought this tea thinking it would taste like a rose. I was only half right. While the rose flavor is still there, you have to really search for it. I think it takes a few cups to do that because this is primarily a fruity tea. After you knock the first few cups down and find the subtle rose flavor, you'll find that it tastes like what a rose would taste like if it were a fruit. Which is basically what rose hips are. After drinking this entire box, I found that I really liked it. I was sad when the box was gone and I do intend to get some more soon.<br /><br />Just as an added note, I feel this needs to be mentioned. If you're like me and like to suck on the teabag, I do not recommend doing it with this tea! The bags themselves are not very thick and will break and you will have an explosion of mushy rose hips in your mouth!"
345667,B000ED9L9E,A2OM9TMSJ3NTAS,Tiffanyaa,0,0,5,1318204800,Oat bran is a healthy food,"Definitely I'll order this oat bran again, it is easy to eat and good for body. Also it's cheap here"
360897,B000H0ZJIG,A22O7BPVVB87N4,Laura and Galen,0,0,5,1340496000,Perfect for training,"My husband and I are vegetarians and we were looking for a treat we could use for our puppy's training sessions that wouldn't gross us out. We typically make our own peanut butter dog treats for our dogs, but they're too big and too crunchy to work for training. These moist mini peanut butter flavor treats are perfect! They don't gross us out and both our dogs (the puppy and our 2 year old dog) LOVE them and are highly motivated during training sessions."
404268,B000HDOP60,A11ED8O95W2103,"lighten_up_already2 ""lighten_up_already2""",12,12,5,1263945600,Now we're getting into some top-of-the-line sardines!,"Wow! A can of these cost me over five dollars at the store, but I had to try them out.  What you get here is a can of sardines that are so slim that it takes two layers of them to fill the can.  I suppose that means a greater skin-to-meat ratio and even more flavor since the flavor of a sardine tends to be in the skin.<br /><br />Are two layers better than one?  Maybe slightly.  You get most of the small sardine in olive oil flavor with the one layer variety, but it you want to reach for that next level in sardine delicacy and flavor, here they are!"
530573,B000QV2GNW,A3IKW5NKIVC39Z,Charlie,1,1,5,1263081600,Great tasting bar,"I was in MOM's looking for a low sodium bar for my husband.  This was a new product sitting on the shelf. I reviewed the sodium level which was 2 mg. He tried it the same day and asked where'd I gotten it. He said it was very good. When I tried it myself, I could't believe how great it tasted. Unbelievable good! I highly recommend you try it."
356378,B003SSWCJI,A32C3JZ8S2DKT0,K. Rathi,0,0,4,1270771200,Thirsty after taking Natural Calm?,"Hi, does this supplement make you super thirsty?  I wanted to check because I have been feeling very thirsty especially in the late evening.  It has coincided with me taking this supplement.  But I have heard that excessive thirst is also symptom of diabetes.  Is it documented anywhere that magnesium can result in thirst?  If anyone can share this info, it would be greatly appreciated.<br /><br />As for the product, I just started it.  The taste is citrusy.  I have had no side effects other than thirst.  But I don't know how much is psychological I have already been feeling more energy.  I will update if I continue this for a longer time hopefully."
244687,B003MP15TU,A1VB7CZP4D775N,MARJORIE FUHRMANN,0,0,4,1319760000,Crunchy and Tasty,"I discovered Think Thin products at my local Trader Joe's market. But, the per bar price was a bit high. Then I saw that Amazon sold them and had so many more flavors. I have been ordering them one by one. This is one of my favorites. I like the crunch of the nuts and the sweetness of the white chocolate. It may be a little too sweet. I like the darker chocolate with the nuts better. But, if you're looking for a different taste with the crunch of nuts, this is a good choice. I use them as a breakfast food mostly. They don't raise my blood glucose and that's good."
235372,B0034EDMCW,A2GJC0LDERXTE6,chris,0,0,5,1347408000,Healthy Snack,"<a href=""http://www.amazon.com/gp/product/B0068WZ7Y8"">Kind Fruit and Nut Bars Kind Fruit and Nut, Almond and Coconut 12 - 40g/1.4 oz bars [480g (16.8 oz)</a>] This is a tasty snack which sustains you if you miss a meal. I enjoy it also as a snack at any time where I do not want to prepare something."
60878,B001E5E05G,A1GF2TENN7D2P2,"hspKaty ""hspKaty""",0,1,4,1200528000,Kashi GOLEAN Cereal,"This cereal has it all. High protein (13gr) and high fiber (10gr). It is whole grain and it tastes good too!  My husband and I both eat it, and it seems I can't keep enough of it on hand. That's why I order the pack of 6 here at Amazon."
524935,B0081Q1LQ2,A3G4YUO4EKHQQH,Stupendousman,1,1,4,1350432000,This is the 2nd Hottest Food I have eaten,"I have a genuinely high tolerance for hot food.  Things normal people claim are spicy I wonder about ""what spice?""<br /><br />My tolerance is such that I have eaten a slice of pizza that has been sprayed with pepper spray because it would have been a shame to waste it.<br /><br />So when I tell you that this jerky is the hottest thing I have eaten other than pepper spray pizza I hope you understand what that means.  I am also a huge fan of jerky in general, I took one star off as this stuff is so hot is detracts from the normally very tasty and yummy jerkeyness.  But if hot is what you want then you have found your answer."
107457,B001NH3YQG,A4ZFB125AR0GK,Teas Etc,9,9,5,1247529600,Pu'erh Tuo Cha From Teas Etc,"<span class=""tiny""> Length:: 4:34 Mins<br /><br /></span>"
348020,B001P3NU3U,A1GGWEX2RW0IRW,J. Sears,0,0,3,1349395200,"Great oral hygiene , bad smell","I ( my dog ) have been using CET chews since we got him.  Previously was using the smaller stick when he was a puppy, but needed something bigger now that he is older.  Like the other CET sticks, he has great oral hygiene, good breath, nice white teeth, and no problems at the vet.  The only downside of this particular product is the SMELL.  My dog likes to sit next to me and chew it and I have to cover my nose.  It's an odd, nauseating odor that can fill the entire house.  I probably wont be buying these again for that reason, but will go back to the sticks without the odor."
137494,B000E46GGO,A3RASSV5PZTKME,"C. Murua ""silent_warrior_""",0,0,4,1228521600,Tasty!,"Having to ditch pop tarts for their extensive list of ingredients, including trans fat, I first bought the strawberry ones of this brand. I loved them, and bought and entire case here. Then I decided to try blueberry. Both are great, but I liked strawberry better. The only bad thing is that they have a lot of sugar (20g each)."
564988,B000OC5R84,A2OEUROGZDTXUJ,J. Graves,0,0,2,1327190400,Perhaps NOT for cats?,"The label states this is food for dogs and cats, but my kitty gave it zero stars.  I don't think he took more than one bite of the stuff.  I was surprised at his blas&eacute; reaction, as he thoroughly enjoyed the <a href=""http://www.amazon.com/gp/product/B0048ZB7Q4"">Evanger's Evanger's Grain-Free Dog/Cat Canned Food Evanger's Grain Free 100% Rabbit Dog 24 Canned Food</a> I gave him. I decided to still award the product 2 stars because of the ingredients list: beef, water, liver and guar gum."
83975,B004776JPW,A27S86ZGLYPZT9,Merri L Dodson,0,0,5,1327104000,pricing,While I do love to shop on Amazon and do ( I love it too much ). The Kcups are less expensive on the Keurig web site. One of the very few things that cost less elsewhere.
119871,B0009YUEG2,A1BDMSJDPX5MDF,LDS,0,0,5,1298764800,Great product,"I have used this product for many years. I have always preferred the natural cat litters and find the Feline Pine to work well. It keeps down the smell and can be recycled, minus the poop, into my  garden beds and seems to keep the rodents away.<br />I was especially happy to find it at Amazon in 20 pound bags making it cheaper per pound than the  7 pound bags found in the supermarket, plus delivered to my front door. What could be better.<br />A little goes a long way if you don't fill the litter box too full, just about an inch or so on the bottom and scooped every day and I replace about once a week with fresh litter for a multi-cat household and only replace about once a month for one cat. It does track pine dust once the pellets break down, but what litter doesn't. If you like clumping litters this isn't the litter for you, but I'd give it a try if you want to go natural."
275130,B001DIM8NK,AFMLWIGDLXFCX,"Gilbert W. Sharp ""none""",3,4,4,1301788800,Irsh Oatmeal,"The Oatmeal is great but when you go to put in the microwave it has a tendency to boil over, so use a bigger bowl than you think you need or you will be cleaning up a mess."
175596,B000CR008I,A37CENQP0ZNKVE,"sailor ""sailor hill""",0,0,5,1287446400,Delish!,"For Hi-Protein carb food, these pretzels are the best!  Crisp texture, and a nicely well cooked (burnt) flavor which brings out the best in a pretzel, you can't go wrong with these.  I like them better than any other pretzel I've have to date. If you think they are too salty, just rub the bag before opening and a lot of the salt falls off.  I'm on my second order :)"
4062,B000EY7P96,A1DSZWDMMQ912V,Clyde,0,0,5,1311552000,"Beaver Brand Honey N Mustard Mayonnaise Sauce,",I love this Beaver Brand Honey N Mustard Mayonnaise Sauce.  It is the best combination that I have ever used. Makes a great dipping sause for cheeses
197667,B0011EO7WQ,A16NLU1FWKR8C6,nomnom,0,0,5,1342137600,this stuff is great,it makes your face tingle a little but thats good because you can feel it working. it smells yummy. and you can see the difference after a week of using it. it made my skin brighter and softer.
141918,B003GTR8IO,A398R165PXFOSS,"Mental Mommy ""Mental Mommy""",0,0,4,1290902400,"Smooth and tasty, but lacking vanilla","My husband drinks coffee plain.  No sugar.  No milk.  Just coffee.  I got this for him and he had me try it.  It is very smooth.  There is no bite, and when I initially put the mug to my mouth, I could smell vanilla.  What was disappointing was that I could not TASTE the vanilla.  I took a few more sips, but every time, I could only smell the vanilla and not taste it.  My husband really likes it because he doesn't feel like he has to do the teeth-clench-swallow.  He says the vanilla taste is very subtle, so perhaps I am just missing it.  Either way, this is a very smooth blend in our Keurig.  It brews very well - not weak like some of the other varieties we have tried.  It smells divine, and goes is a great morning perk-up!"
4845,B00139TT72,A3I5MF7M975C38,Nancy Dyson,1,1,5,1244073600,My dogs never throw up any more!,"I have two small dogs who have [[ASIN:B00139ZPKM Newman's Own<br />#0174;Organics Advanced Dog Chicken & Rice Formula, 12.5 Pound Bag]]  Their only treats were Cheerios.  When I switched to Newman's Own brand, I was pleasantly surprised to notice they stopped their occasional vomiting.  With all the trouble caused by lack of standards in the industry, I immediately thought ""if I can't trust Paul Newman's foods, whose can I trust"".  And, they love it."
50789,B008C2JCUW,A2MCS0CRHFXQYW,"Alexandra Andreeva ""sunnysashka""",3,4,5,1236384000,Shedding after pregnancy,In a couple of weeks after I had a baby my hair started shedding horribly! This oil helped right away!
82599,B000NMCSZU,AZT60HLHFL0V0,Sacred Chapel,0,0,5,1309046400,YUM my liquor store has it & I asked my 7 11 to carry it,"It was WONDERFUL!boy did it go fast!<br /><br />I went to my 7-11 and gave them one of these lifesavers--so they could decide if they wanted to carry it or not.<br />they had the peppermint and 5 flavor--we really don't care for the lime green and lemon yellow flavors<br />and the ""mints"" are too peppery...<br />But Butterrum is perfect!<br />Turns out, my local liquor store had it.<br />I bought what they had left and asked them to order more.<br /><br />If i want to break my diet, it is better with butterrum--instead of burgers and tacos<br />If you have a bad taste in your mouth from medicine --butterrum<br />if you just want a ""lift"" --Butter Rum!<br /><br />It will be easier to just buy a few rolls locally when we run low<br />and thank you for having it available thru Amazon.<br /><br />We will wait if we have to--but we prefer not to :)"
34998,B002DLXXHG,A3REGLEAC64SR6,GM1,2,2,1,1295222400,Wild Ride Beef Jerky,"Honestly and simply, this product was not a good one. Certainly not good based on my personal experience.<br /><br />The beef jerky was so extremely tough and difficult to chew. (Many pieces were so tough that they were literally inedible.)  Additionally, I ordered the teriyaki jerky and it had a very weak or light flavor."
101014,B0006SJLNS,A2P4Y1QH2LT12C,Jeanne Ann Davenport,0,0,5,1324339200,Awesome,The tea is excellent.  The flavor is strong unlike some decaf products that seem weak and lack almost any flavor. Was happy to find it here last time I searched and searched before I had a friend pick it up in Seattle for me.
523434,B0068UKS8A,AOZJBJV3TPGVJ,West Texas Sonya,2,2,5,1322179200,Pickle mania,"These pickles are fantastic! My favorite is the Sissy sweet, YUMMY!  I'm hooked! When will they hit the stores in my area?"
419878,B0041QIIYY,ALDYNDB03B3Y3,B. Barnett,1,1,3,1342483200,Weaver's French Roast,I am on a quest to find the best rich dark coffee for my wife and I. This coffee was good but not great. I found it to be somewhat bitter.
236709,B008YA1NWC,AG2S7N7ZPPNW2,jeciwall28,0,0,5,1325116800,My Fave k-cup,"I love, love, love Island Coconut k-cups. You can pair it with so many different flavored creamers and still taste the coconut. I suggest everyone buy this, and then again, and again, and again."
137625,B000CQE3HS,AID3D20YLGU0U,"Paul Corlatan ""Paul Corlatan""",0,0,5,1307404800,Tasty snacks,"I've been ordering these as part of Amazon's Subscribe-and-save program and haven't been disappointed. I'm a college student and live in a tiny room with no stove or oven, only a microwave and a small fridge. Needless to say I don't cook at home and buy a lot of microwaveable foods for when I can't afford to eat out. When I'm studying or just relaxing in the afternoon and feel like a snack between meals I'll grab one or two of these and enjoy them. I also keep a few in my backpack and car in case I ever feel hunger pangs on the go. I can't attest to how healthy they are but I can say for sure that they satisfy my hunger temporarily. They are a delicious snack and I haven't noticed a bad aftertaste as I have with other products I eat way too often. I'd definitely recommend them."
236900,B001EPQ0CW,A2SWOU68X2G4FD,YortA,0,0,5,1349827200,Really good!,"I bought three different varieties at the same time:<br />  Panama Bouquet Blend, Costa Rican Blend, and Guatemalan Blend<br /><br />Of the three, I liked the Panama Bouquet Blend the best overall, with the Costa Rican Blend a very close second.  The Guatemalan Blend is fantastic too, but it has a slightly heavier chocolate note and a dark acidity that I tend to shy away from (but Starbucks drinkers will like it better).<br /><br />The Panama Bouquet Blend is Sooooooo Smooooooth, it's like velvet chocolate, just so very nice.  I DREAM of waking up in the morning and having me some Panama Bouquet, with its full and rich cocoa-iness, and its smoothness.  Just very pleasant.  No acidity bite (not to my taste).  Since I don't want my coffee to slap me in the face in the morning, this is perfect.<br /><br />Better than I had hoped it would taste when I ordered it, and will definitely be in my reordering future!  I highly recommend it."
284533,B001P3NU44,A1OTB9KOB8MR2U,Robert Muccillo,1,1,5,1256601600,My dog loves them,WE have been buying these for a year now from Amazon and they are the best priced for this product..The VET was nearly double what we are paying now<br /><br />Our dog loves them and never has a problem digesting them and or chewing them.
72697,B000FBM4AI,A1EGD990Z9WJAY,Paul Kilduff,1,1,5,1214697600,The perfect food,"Back in the 60s and 70s I used to eat the sweetened version of Familia muesli -- now I don't tolerate sugar too well, and also my sweet tooth doesn't take as much to satisfy it as previously.<br /><br />This unsweetened version is perfect for me.  It has lots of oats, as well as other grains and chopped nuts and dried fruit.<br /><br />I add some more stuff (walnut pieces, almonds, hazel nuts if I can get them, and raw cashews, along with extra raisins) and keep it in a plastic container.  Usually for breakfast at work I will line a plastic container with plain yogurt, then put in a helping of Familia, then fresh fruit, maybe bananas, apples, or peaches, and maybe a little nutmeg or cinammon for variety.<br /><br />This is living!  And it's excellent for your health!  I'm tickled that Amazon carries this, because it's harder to get in stores than previously."
24168,B0013NUGDE,A2XM68E5RNLML9,okaytoday,1,3,1,1302480000,THE WORST I HAVE EVER HAD,"I love chips...and have been noshing on the regular Popchips for months now...love most of the flavors. So when I saw the multigrain, I thought, why not?  UGH...it wasn't crispy and the taste was bland and dull. I am so disheartened to have 23 bags left, that I don't know if I will continue my regular subscription.  Do not get these unless you want chips that would be better served as packing material"
139621,B001BCXTGS,A2FRFAQCWZJT3Q,"B. Davis ""The Happy Hermit""",0,0,4,1228608000,Got Diarrhea?,"This is an edit so I was unable to change my star rating.  At first I was happy with this canned cat food until the trouble began.  It has caused severe diarrhea in both of my cats who were eating it.  Now I'm in the process of trying to get things back on track.  As anyone who has been in this situation knows, the negative impacts of the situation affect the entire household, not just the poor cats who are suffering from it."
252460,B001E53WBE,A39V22BIBUMMB3,"Y. Hughes ""Notmyrealname""",2,3,5,1228608000,Not Bad For This Price!,"Simply, not too bad for this price, $11.80 for 4 packs of 15 oz casister, if you purchase more than $25 and use Free Super Shipping assuming they don't raise the price.<br />It may not be the best quality, but it is quite OK for my standard."
202105,B001QXZ94C,A1P7YVW3MIF3BS,Jwandyand,1,1,3,1322006400,Tasty but where was the lime?,"I received this as a gift.  The packaging is very nice and when I saw it was ""keylime"" I expected to get a keylime flavor.  Although it tasted good I didn't taste any lime in it.  To me it tasted like any other butter pound cake.  By the time you pay for shipping and handling your paying almost $20.00 for a cake that is just ok."
143653,B0046HOID8,AIBKQXGPFW7D6,cakedeco,0,0,5,1292025600,awesome sauce,I had this sauce while in New Orleans and had to have more.  It is really flavorful without a lot of heat.
308567,B000G7YO2M,AEM5U7R1QBGI0,"RUserious_8 ""RUserious_8""",0,0,5,1286236800,DEEEEElicious.,"Little did I know that this product was that special. Well, it IS.<br />I'm so glad I ordered more than one package. Patting myself on the back."
22639,B00170NWEI,A328S28RVN3A15,Richard Father,1,8,1,1304985600,Just don't like it,"I am sure that there are people who like Rishi Sencha Tea, but I just don't like it. To me it it smells like hay. Other teas I tried, like Golden Yunnan or Pu-erh Tuo Cha Tea are even worst. Out of four Rishi teas I tried only the Earl Grey Loose Tea is acceptable. As for Green Tea - I like the Japan Sencha Green tea packaged by the Coffee Bean Direct. Anyway, You will not know which tea you like until you tried them all."
564706,B00017LF24,A2WUP3E9ZBJLNS,James L Pagano Jr,0,0,5,1285200000,Gotta have it,"I love this salt.  The only problem is that you can't use as much as you think.  Great for popcorn, but even better on your nuts."
440742,B0029NVMGC,A131EGFQWA6B92,"A. Marshall ""Ann S.""",0,0,5,1329523200,Tasty food for a picky cat,"Our beloved Bengal kitty, Isabel, is 13 years old and suffering from kidney stones, which are inoperable in felines. For years she lived on dry food but began to shun it as her health declined. Our vet ultimately advised feeding her whatever she'd eat: ""She might as well be as happy as possible in her declining years.""<br /><br />So, we offered her one soft food after another. She turned up her nose at the expensive, vet-sold brands and repeatedly rejected one national brand and flavor after another. Finally, to her gustatory delight (and our great relief), she made her choice: this particular Wiskas version is the ONLY kind she'll eat day in and day out. It MUST be Whiskas with the turkey AND GIBLETS in GRAVY. The gravy seems to add a certain flavor and texture she can't resist.<br /><br />We surmise that, like humans, our pets have food preferences linked to palate-pleasing aroma and taste. This Whiskas is the one that rings the bell for our Izzy. No, it's not the best choice for managing kidney stones, but she's got to eat. (So you won't worry that we're ignoring her renal problems, she's on daily medication and is doing quite well.)<br /><br />It's not an inexpensive cat food, but its packaging is very convenient and space-saving. The Amazon auto-ship program is a life saver. The cartons always arrive on time, and the per-package bulk rate is lower than the price of small quanities. Also, our local Target was the only place we could find this exact variety, and now the store no longer carries it. (Remember, our cat demands GIBLETS and GRAVY and accepts no substitutes).<br /><br />Give autoship a try. The price is better, and you can easily adjust the quantity and frequency of shipment or cancel altogether."
354047,B005TVEVL4,A39K2Q270KYMJT,Sdhoney00,2,2,1,1338508800,Rip off,"This person is trying to sell you 4 ounces of formula for more expensive than the store sells it for for a whole huge can. This is exactly what you get FOR FREE on the company website. They are probably selling you free samples they received, very shady!"
310118,B008EM51FA,A1F1E670W6D621,Boston Terrier Luvr,0,0,5,1325203200,Yowza!!,"Holy spicy ginger BatMan, this stuff has some serious ZING! I love ginger lemon tea and LOVE ginger chews (<a href=""http://www.amazon.com/gp/product/B000LKX4FW"">The Ginger People Original Ginger Chews, 12 - 2-Ounce Boxes, (Pack of 2)</a> so I thought I was well prepared, not so much! I dissolved 1 packet in 8 ounces of hot water and had to dilute it a bit. If you like spicy ginger zing, this is your product!"
154004,B005VOOM2W,ANTN61S4L7WG9,Sukru Tikves,0,0,3,1333324800,"OK coffee, but there are better alternatives","I like to experiment with different coffee, and these pods seemed to be nice to try on my pod machine. However, I found them not exceptionally good, and not a better value than some of the Senseo ones.<br /><br />The coffee itself it OK. It's not too bitter, and not too light. However it leaves a sour aftertaste. It's organic, which means, it's not from an acidic preservative they add, but probably the coffee itself contains this sourness.<br /><br />And also the pod size is interesting. They seem to be 1.5 the size of the other pods I have, and it difficult to have the right amount of water. The  (<a href=""http://www.amazon.com/gp/product/B001QTVS5K"">Senseo machine I have</a>) has two options, single pod (8 oz), or double (16 oz). Neither fits these pods well. I compensate the difference by changing the amount of cream I use, but it would be better to have the right amount in the first place.<br /><br />While it's better than some Senseo pods, like <a href=""http://www.amazon.com/gp/product/B0001ES9FI"">Senseo Dark Roast</a> -- which I find ""burnt"", and bitter, it's still inferior to many others (for example <a href=""http://www.amazon.com/gp/product/B004XZMD2G"">Senseo Kona Pack of 4</a>. And the 4 pack offers better value per pod (even if I use double in a single cup), so there is little reason to prefer these over what I'm already used to at the moment.<br /><br />Unfortunately experimenting with these coffee did not end well. They are not better tasting than regular Senseo pods, they have a bitter after taste, the size is not right, and the price per pod is not as cost effective. It still is OK coffee, so I'm rating them 3/5 stars."
401764,B008KFY9PY,AF1H4YRBRMBB9,country girl at heart,0,0,4,1350172800,I'm glad they're available,"I've been drinking Zevia for several years. Ginger-ale is my favorite, and the Ginger Root beer is pretty good. Most of the flavors, though, are just too sweet and too strongly flavored. I remedy this by filling a glassful of ice with half a glass of Perrier and topping it off with Zevia. I do not like any of the colas, but they might be good if you didn't grow up drinking Coke. These fruity pack drinks are not very natural tasting; I had high hopes for the Strawberry, but it not a true strawberry taste; the black cherry is so strong it's hardly drinkable, but I can't have sugar or regular soft drinks, so I'm just happy there's something to drink for a little treat in the afternoons. Note to Zevia makers: Please offer some drinks that are about half as sweet and flavored. They'll taste more like grown-up beverages."
500839,B002TN49F8,A1D2FXEWRIV1YV,Anne Masterson,0,0,5,1285113600,Delicious!,"I enjoy flavored coffees, but often find the flavor overwhelming, artificial tasting or it leaves a bitter after taste.  This was none of the above.  It was just the right blend of flavor and coffee.  The smooth flavor of the coffee came through with just the right hint of natural tasting flavor.  I will definitely buy this is the future."
455103,B000MICPUI,A1UHTSGCR4LYR3,Guy,1,1,1,1328486400,Disappointing,"It really hard is hard to ruin Mac and Cheese and this brand did just that. The cheese has a runny, strange texture, the taste is bland, and there is a unfavorable aftertaste. I am in disbelief that Chef Boyardee let this product slide. This a product to avoid unless there is no other option. I will not buy it again and recommend others to do the same."
520208,B001Q9C31I,AOZ2AHX1PMCN6,Arapaho,0,0,5,1338163200,Ass Kicking Peanut Butter,"As a diabetic I have to be very careful with what I eat.  Low carbs, low sugar and low salt.  This peanut butter is low on all of those...well maybe a little high on salt.  I saw this advertised on the net and decided to buy a jar of it.  THIS STUFF IS GOOD!  It's not really hot, not lethal by any means.  It is just ""toasty"" enough that you notice it.  It makes great peanut butter and jelly sandwiches!  If you like ""hot"" stuff I recommend this peanut butter.  Beats the hell out of that other stuff on the market that they call ""peanut butter""."
187395,B000FDMLUE,A37LMXIKIRSP8V,Kacey,14,14,5,1158624000,Hodgson Mills,I'm so glad to see Hodgson Mills products here!  The Whole Wheat<br /><br />Gingerbread Mix is wonderful. But the price from Hodgson Mills is $9.70 for the case of 6 and their shipping is reasonable. Maybe Amazon's prices for Hodgson Mills will come down in time.
61031,B000FA38ZY,A1YCV76MUFESR1,Anne-Marie Gilliland,0,0,4,1319673600,S'mores in a Box,"I had no idea that Mallomars were such a sought after item until I had these sent to me.  Reading through other Vine reviews--I haven't experienced the same problems that others are reporting.  My box was shipped in a single mailer and arrived undamaged. Upon opening the Mallomars they were new looking and smelling, so far there has been one that the bottom fell off of, but the rest were all very intact. And they tasted fresh and great.<br /><br />They are a messy cookie--so don't be sitting on a white couch where the dark chocolate can melt into the fabric.  They are smaller than I thought they would be I'd say they have maybe a two inch diameter and are about 3/4 of an inch tall.  The bottom is more akin to a graham cracker crust than a graham cracker (Very crumbly).  On top of that sits a puff of marshmallow all of which is coated in dark chocolate.  I actually liked these more than I thought I would.<br /><br />Their small size makes them a great not-so-guilty pleasure, treat.<br /><br />The packaging resembles the old Fig Newton boxes, cardboard with a closeable top (like cereal boxes). The Mallomars sit in a plastic tray in two rows that are sort of segmented.  My one caveat is that the plastic that covers the tray ripped too easily so it isn't really helping protect my uneaten cookies from getting stale.<br /><br />I don't know how long they can sit out as they are without loosing flavor (I'm guessing this normally isn't too much of a problem with how popular they are) but the cookie seems to be one that could be frozen pretty easily."
